MetaG.module	MetaB.module	Species	delta.spearman.r
MetaG_M00512	MetaB_MEpalevioletred3	Prevotella_intermedia	0.0032952
MetaG_M00512	MetaB_MEpalevioletred3	Prevotella_jejuni	2.22E-03
MetaG_M00512	MetaB_MEpalevioletred3	Prevotella_melaninogenica	0.0034964
MetaG_M00512	MetaB_MEpalevioletred3	Prevotella_oris	0.0043741
MetaG_M00512	MetaB_MEpalevioletred3	Pseudomonas_aeruginosa	0.0180973
MetaG_M00512	MetaB_MEpalevioletred3	Pseudomonas_putida	0.0020441
MetaG_M00512	MetaB_MEpalevioletred3	Ralstonia_mannitolilytica	0.0041649
MetaG_M00512	MetaB_MEpalevioletred3	Rothia_dentocariosa	0.00508
MetaG_M00512	MetaB_MEpalevioletred3	Rothia_mucilaginosa	0.004821
MetaG_M00512	MetaB_MEpalevioletred3	Ruania_sp_HY168	0.0036893
MetaG_M00512	MetaB_MEpalevioletred3	Ruminococcus_bicirculans	0.0039457
MetaG_M00512	MetaB_MEpalevioletred3	Saccharibacteria	0.0033827
MetaG_M00512	MetaB_MEpalevioletred3	Schaalia_odontolytica	0.0030473
MetaG_M00512	MetaB_MEpalevioletred3	Selenomonas_sp_oral_taxon_126	0.0032696
MetaG_M00512	MetaB_MEpalevioletred3	Selenomonas_sp_oral_taxon_920	0.0035085
MetaG_M00512	MetaB_MEpalevioletred3	Sneathia_amnii	0.0041873
MetaG_M00512	MetaB_MEpalevioletred3	Streptococcus_gordonii	0.0033387
MetaG_M00512	MetaB_MEpalevioletred3	Streptococcus_intermedius	0.0033387
MetaG_M00512	MetaB_MEpalevioletred3	Streptococcus_mitis	0.0043562
MetaG_M00512	MetaB_MEpalevioletred3	Streptococcus_pneumoniae	0.0019375
MetaG_M00512	MetaB_MEpalevioletred3	Streptococcus_salivarius	0.0037959
MetaG_M00512	MetaB_MEpalevioletred3	Streptococcus_sanguinis	0.0043178
MetaG_M00512	MetaB_MEpalevioletred3	Streptococcus_sp_LPB0220	0.0032903
MetaG_M00512	MetaB_MEpalevioletred3	Streptococcus_sp_oral_taxon_431	0.0039412
MetaG_M00512	MetaB_MEpalevioletred3	Tannerella_sp_oral_taxon_HOT-286	0.0033251
MetaG_M00512	MetaB_MEpalevioletred3	Treponema_putidum	0.0036693
MetaG_M00512	MetaB_MEpalevioletred3	Treponema_sp_OMZ_838	0.0035991
MetaG_M00512	MetaB_MEpalevioletred3	Veillonella_atypica	0.0034677
MetaG_M00512	MetaB_MEpalevioletred3	Veillonella_dispar	0.0030963
MetaG_M00512	MetaB_MEpalevioletred3	Veillonella_parvula	0.0035679
MetaG_M00545	MetaB_MEcoral3	Acinetobacter_baumannii	0.00834459
MetaG_M00545	MetaB_MEcoral3	Actinomyces_oris	0.00711471
MetaG_M00545	MetaB_MEcoral3	Actinomyces_pacaensis	0.00672339
MetaG_M00545	MetaB_MEcoral3	Actinomyces_sp_oral_taxon_897	0.007411
MetaG_M00545	MetaB_MEcoral3	Actinomyces_viscosus	0.00675693
MetaG_M00545	MetaB_MEcoral3	Aggregatibacter_aphrophilus	0.0075284
MetaG_M00545	MetaB_MEcoral3	Bacteroides_heparinolyticus	0.0074725
MetaG_M00545	MetaB_MEcoral3	Campylobacter_concisus	0.00658922
MetaG_M00545	MetaB_MEcoral3	Campylobacter_showae	0.00774642
MetaG_M00545	MetaB_MEcoral3	Capnocytophaga_gingivalis	0.00724329
MetaG_M00545	MetaB_MEcoral3	Capnocytophaga_leadbetteri	0.00710912
MetaG_M00545	MetaB_MEcoral3	Escherichia_coli	0.01600335
MetaG_M00545	MetaB_MEcoral3	Fusobacterium_necrophorum	0.00749486
MetaG_M00545	MetaB_MEcoral3	Fusobacterium_periodonticum	0.00709794
MetaG_M00545	MetaB_MEcoral3	Gardnerella_vaginalis	0.00724329
MetaG_M00545	MetaB_MEcoral3	Gemella_haemolysans	0.00702527
MetaG_M00545	MetaB_MEcoral3	Gemella_morbillorum	0.00710912
MetaG_M00545	MetaB_MEcoral3	Haemophilus_influenzae	0.0057898
MetaG_M00545	MetaB_MEcoral3	Haemophilus_parahaemolyticus	0.00622026
MetaG_M00545	MetaB_MEcoral3	Haemophilus_parainfluenzae	0.00756194
MetaG_M00545	MetaB_MEcoral3	Lachnoanaerobaculum_umeaense	0.00814893
MetaG_M00545	MetaB_MEcoral3	Lachnospiraceae_bacterium	0.00720416
MetaG_M00545	MetaB_MEcoral3	Lachnospiraceae_bacterium_GAM79	0.00644946
MetaG_M00545	MetaB_MEcoral3	Lachnospiraceae_bacterium_oral_taxon_500	0.00733274
MetaG_M00545	MetaB_MEcoral3	Lactobacillus_salivarius	0.00677929
MetaG_M00545	MetaB_MEcoral3	Lautropia_mirabilis	0.0072377
MetaG_M00545	MetaB_MEcoral3	Leptotrichia_sp_oral_taxon_212	0.00781351
MetaG_M00545	MetaB_MEcoral3	Leptotrichia_sp_oral_taxon_498	0.00702527
MetaG_M00545	MetaB_MEcoral3	Leptotrichia_wadei	0.00648301
MetaG_M00545	MetaB_MEcoral3	Megasphaera_hexanoica	0.00725447
MetaG_M00545	MetaB_MEcoral3	Mogibacterium_diversum	0.00639915
MetaG_M00545	MetaB_MEcoral3	Moraxella_catarrhalis	0.01668538
MetaG_M00545	MetaB_MEcoral3	Neisseria_elongata	0.00719298
MetaG_M00545	MetaB_MEcoral3	Neisseria_meningitidis	0.00742218
MetaG_M00545	MetaB_MEcoral3	Neisseria_mucosa	0.00649419
MetaG_M00545	MetaB_MEcoral3	Neisseria_subflava	0.0063153
MetaG_M00545	MetaB_MEcoral3	Parvimonas_micra	0.00710912
MetaG_M00545	MetaB_MEcoral3	Porphyromonas_gingivalis	0.00534817
MetaG_M00545	MetaB_MEcoral3	Prevotella_denticola	0.007411
MetaG_M00545	MetaB_MEcoral3	Prevotella_intermedia	0.00695259
MetaG_M00545	MetaB_MEcoral3	Prevotella_jejuni	0.00740541
MetaG_M00545	MetaB_MEcoral3	Prevotella_melaninogenica	0.00551588
MetaG_M00545	MetaB_MEcoral3	Prevotella_oris	0.00670103
MetaG_M00545	MetaB_MEcoral3	Pseudomonas_aeruginosa	0.02057066
MetaG_M00545	MetaB_MEcoral3	Pseudomonas_putida	0.00800917
MetaG_M00545	MetaB_MEcoral3	Ralstonia_mannitolilytica	0.00632089
MetaG_M00545	MetaB_MEcoral3	Rothia_dentocariosa	0.00690228
MetaG_M00545	MetaB_MEcoral3	Rothia_mucilaginosa	0.00918314
MetaG_M00545	MetaB_MEcoral3	Ruania_sp_HY168	0.00559414
MetaG_M00545	MetaB_MEcoral3	Ruminococcus_bicirculans	0.0070644
MetaG_M00545	MetaB_MEcoral3	Saccharibacteria	0.00731597
MetaG_M00545	MetaB_MEcoral3	Schaalia_odontolytica	0.00743336
MetaG_M00545	MetaB_MEcoral3	Selenomonas_sp_oral_taxon_126	0.007411
MetaG_M00545	MetaB_MEcoral3	Selenomonas_sp_oral_taxon_920	0.00707558
MetaG_M00545	MetaB_MEcoral3	Sneathia_amnii	0.00724329
MetaG_M00545	MetaB_MEcoral3	Streptococcus_gordonii	0.00724329
MetaG_M00545	MetaB_MEcoral3	Streptococcus_intermedius	0.00724329
MetaG_M00545	MetaB_MEcoral3	Streptococcus_mitis	0.00923345
MetaG_M00545	MetaB_MEcoral3	Streptococcus_pneumoniae	0.01094969
MetaG_M00545	MetaB_MEcoral3	Streptococcus_salivarius	0.00672339
MetaG_M00545	MetaB_MEcoral3	Streptococcus_sanguinis	0.00696936
MetaG_M00545	MetaB_MEcoral3	Streptococcus_sp_LPB0220	0.0084564
MetaG_M00545	MetaB_MEcoral3	Streptococcus_sp_oral_taxon_431	0.00755076
MetaG_M00545	MetaB_MEcoral3	Tannerella_sp_oral_taxon_HOT-286	0.00719298
MetaG_M00545	MetaB_MEcoral3	Treponema_putidum	0.00661717
MetaG_M00545	MetaB_MEcoral3	Treponema_sp_OMZ_838	0.0068911
MetaG_M00545	MetaB_MEcoral3	Veillonella_atypica	0.00710912
MetaG_M00545	MetaB_MEcoral3	Veillonella_dispar	0.00724329
MetaG_M00545	MetaB_MEcoral3	Veillonella_parvula	0.00670103
MetaG_M00545	MetaB_MEpalevioletred3	Acinetobacter_baumannii	0.0044978
MetaG_M00545	MetaB_MEpalevioletred3	Actinomyces_oris	0.0048444
MetaG_M00545	MetaB_MEpalevioletred3	Actinomyces_pacaensis	0.0047829
MetaG_M00545	MetaB_MEpalevioletred3	Actinomyces_sp_oral_taxon_897	0.004945
MetaG_M00545	MetaB_MEpalevioletred3	Actinomyces_viscosus	0.0046934
MetaG_M00545	MetaB_MEpalevioletred3	Aggregatibacter_aphrophilus	0.0048444
MetaG_M00545	MetaB_MEpalevioletred3	Bacteroides_heparinolyticus	0.0047941
MetaG_M00545	MetaB_MEpalevioletred3	Campylobacter_concisus	0.0045704
MetaG_M00545	MetaB_MEpalevioletred3	Campylobacter_showae	0.0053084
MetaG_M00545	MetaB_MEpalevioletred3	Capnocytophaga_gingivalis	0.0046319
MetaG_M00545	MetaB_MEpalevioletred3	Capnocytophaga_leadbetteri	0.0053419
MetaG_M00545	MetaB_MEpalevioletred3	Escherichia_coli	0.0088415
MetaG_M00545	MetaB_MEpalevioletred3	Fusobacterium_necrophorum	0.0052133
MetaG_M00545	MetaB_MEpalevioletred3	Fusobacterium_periodonticum	0.005381
MetaG_M00545	MetaB_MEpalevioletred3	Gardnerella_vaginalis	0.0049394
MetaG_M00545	MetaB_MEpalevioletred3	Gemella_haemolysans	0.0046934
MetaG_M00545	MetaB_MEpalevioletred3	Gemella_morbillorum	0.0053419
MetaG_M00545	MetaB_MEpalevioletred3	Haemophilus_influenzae	0.0016802
MetaG_M00545	MetaB_MEpalevioletred3	Haemophilus_parahaemolyticus	0.0065271
MetaG_M00545	MetaB_MEpalevioletred3	Haemophilus_parainfluenzae	0.0044866
MetaG_M00545	MetaB_MEpalevioletred3	Lachnoanaerobaculum_umeaense	0.0050344
MetaG_M00545	MetaB_MEpalevioletred3	Lachnospiraceae_bacterium	0.0051295
MetaG_M00545	MetaB_MEpalevioletred3	Lachnospiraceae_bacterium_GAM79	0.0047046
MetaG_M00545	MetaB_MEpalevioletred3	Lachnospiraceae_bacterium_oral_taxon_500	0.0057724
MetaG_M00545	MetaB_MEpalevioletred3	Lactobacillus_salivarius	0.005409
MetaG_M00545	MetaB_MEpalevioletred3	Lautropia_mirabilis	0.005314
MetaG_M00545	MetaB_MEpalevioletred3	Leptotrichia_sp_oral_taxon_212	0.0050233
MetaG_M00545	MetaB_MEpalevioletred3	Leptotrichia_sp_oral_taxon_498	0.0046934
MetaG_M00545	MetaB_MEpalevioletred3	Leptotrichia_wadei	0.0052748
MetaG_M00545	MetaB_MEpalevioletred3	Megasphaera_hexanoica	0.0045648
MetaG_M00545	MetaB_MEpalevioletred3	Mogibacterium_diversum	0.0072035
MetaG_M00545	MetaB_MEpalevioletred3	Moraxella_catarrhalis	0.005409
MetaG_M00545	MetaB_MEpalevioletred3	Neisseria_elongata	0.004699
MetaG_M00545	MetaB_MEpalevioletred3	Neisseria_meningitidis	0.0043692
MetaG_M00545	MetaB_MEpalevioletred3	Neisseria_mucosa	0.0057835
MetaG_M00545	MetaB_MEpalevioletred3	Neisseria_subflava	0.0060072
MetaG_M00545	MetaB_MEpalevioletred3	Parvimonas_micra	0.0053419
MetaG_M00545	MetaB_MEpalevioletred3	Porphyromonas_gingivalis	0.0046096
MetaG_M00545	MetaB_MEpalevioletred3	Prevotella_denticola	0.004945
MetaG_M00545	MetaB_MEpalevioletred3	Prevotella_intermedia	0.0061972
MetaG_M00545	MetaB_MEpalevioletred3	Prevotella_jejuni	0.0063873
MetaG_M00545	MetaB_MEpalevioletred3	Prevotella_melaninogenica	0.0055264
MetaG_M00545	MetaB_MEpalevioletred3	Prevotella_oris	0.0052133
MetaG_M00545	MetaB_MEpalevioletred3	Pseudomonas_aeruginosa	0.0184401
MetaG_M00545	MetaB_MEpalevioletred3	Pseudomonas_putida	0.0137554
MetaG_M00545	MetaB_MEpalevioletred3	Ralstonia_mannitolilytica	0.0052692
MetaG_M00545	MetaB_MEpalevioletred3	Rothia_dentocariosa	0.0047549
MetaG_M00545	MetaB_MEpalevioletred3	Rothia_mucilaginosa	0.0035474
MetaG_M00545	MetaB_MEpalevioletred3	Ruania_sp_HY168	0.0068457
MetaG_M00545	MetaB_MEpalevioletred3	Ruminococcus_bicirculans	0.0052636
MetaG_M00545	MetaB_MEpalevioletred3	Saccharibacteria	0.0056829
MetaG_M00545	MetaB_MEpalevioletred3	Schaalia_odontolytica	0.0040226
MetaG_M00545	MetaB_MEpalevioletred3	Selenomonas_sp_oral_taxon_126	0.004945
MetaG_M00545	MetaB_MEpalevioletred3	Selenomonas_sp_oral_taxon_920	0.0046263
MetaG_M00545	MetaB_MEpalevioletred3	Sneathia_amnii	0.0049394
MetaG_M00545	MetaB_MEpalevioletred3	Streptococcus_gordonii	0.0049394
MetaG_M00545	MetaB_MEpalevioletred3	Streptococcus_intermedius	0.0049394
MetaG_M00545	MetaB_MEpalevioletred3	Streptococcus_mitis	0.0078352
MetaG_M00545	MetaB_MEpalevioletred3	Streptococcus_pneumoniae	2.55E-05
MetaG_M00545	MetaB_MEpalevioletred3	Streptococcus_salivarius	0.0044642
MetaG_M00545	MetaB_MEpalevioletred3	Streptococcus_sanguinis	0.0056438
MetaG_M00545	MetaB_MEpalevioletred3	Streptococcus_sp_LPB0220	0.0038549
MetaG_M00545	MetaB_MEpalevioletred3	Streptococcus_sp_oral_taxon_431	0.0042462
MetaG_M00545	MetaB_MEpalevioletred3	Tannerella_sp_oral_taxon_HOT-286	0.004699
MetaG_M00545	MetaB_MEpalevioletred3	Treponema_putidum	0.0048723
MetaG_M00545	MetaB_MEpalevioletred3	Treponema_sp_OMZ_838	0.0047885
MetaG_M00545	MetaB_MEpalevioletred3	Veillonella_atypica	0.0049674
MetaG_M00545	MetaB_MEpalevioletred3	Veillonella_dispar	0.0049394
MetaG_M00545	MetaB_MEpalevioletred3	Veillonella_parvula	0.0055208
MetaG_P00564	MetaB_MEblack	Acinetobacter_baumannii	0.0009839
MetaG_P00564	MetaB_MEblack	Actinomyces_oris	0.003443649
MetaG_P00564	MetaB_MEblack	Actinomyces_pacaensis	0.000318649
MetaG_P00564	MetaB_MEblack	Actinomyces_sp_oral_taxon_897	0.000245975
MetaG_P00564	MetaB_MEblack	Actinomyces_viscosus	-0.001269007
MetaG_P00564	MetaB_MEblack	Aggregatibacter_aphrophilus	0.001375224
MetaG_P00564	MetaB_MEblack	Bacteroides_heparinolyticus	0.000872093
MetaG_P00564	MetaB_MEblack	Campylobacter_concisus	-0.000726744
MetaG_P00564	MetaB_MEblack	Campylobacter_showae	0.000704383
MetaG_P00564	MetaB_MEblack	Capnocytophaga_gingivalis	0.00098949
MetaG_P00564	MetaB_MEblack	Capnocytophaga_leadbetteri	-7.83E-05
MetaG_P00564	MetaB_MEblack	Escherichia_coli	-0.02707402
MetaG_P00564	MetaB_MEblack	Fusobacterium_necrophorum	0.000447227
MetaG_P00564	MetaB_MEblack	Fusobacterium_periodonticum	0.00065966
MetaG_P00564	MetaB_MEblack	Gardnerella_vaginalis	0.000480769
MetaG_P00564	MetaB_MEblack	Gemella_haemolysans	0.001464669
MetaG_P00564	MetaB_MEblack	Gemella_morbillorum	0.002431798
MetaG_P00564	MetaB_MEblack	Haemophilus_influenzae	0.004136852
MetaG_P00564	MetaB_MEblack	Haemophilus_parahaemolyticus	0.002890206
MetaG_P00564	MetaB_MEblack	Haemophilus_parainfluenzae	-0.005864267
MetaG_P00564	MetaB_MEblack	Lachnoanaerobaculum_umeaense	0.000598166
MetaG_P00564	MetaB_MEblack	Lachnospiraceae_bacterium	-0.000380143
MetaG_P00564	MetaB_MEblack	Lachnospiraceae_bacterium_GAM79	0.000480769
MetaG_P00564	MetaB_MEblack	Lachnospiraceae_bacterium_oral_taxon_500	0.002565966
MetaG_P00564	MetaB_MEblack	Lactobacillus_salivarius	0.002420617
MetaG_P00564	MetaB_MEblack	Lautropia_mirabilis	0.00295729
MetaG_P00564	MetaB_MEblack	Leptotrichia_sp_oral_taxon_212	-0.000799419
MetaG_P00564	MetaB_MEblack	Leptotrichia_sp_oral_taxon_498	0.000698793
MetaG_P00564	MetaB_MEblack	Leptotrichia_wadei	0.000922406
MetaG_P00564	MetaB_MEblack	Megasphaera_hexanoica	-0.00097831
MetaG_P00564	MetaB_MEblack	Mogibacterium_diversum	0.001867174
MetaG_P00564	MetaB_MEblack	Moraxella_catarrhalis	0.005254919
MetaG_P00564	MetaB_MEblack	Neisseria_elongata	0.000704383
MetaG_P00564	MetaB_MEblack	Neisseria_meningitidis	0.000749106
MetaG_P00564	MetaB_MEblack	Neisseria_mucosa	0.0009839
MetaG_P00564	MetaB_MEblack	Neisseria_subflava	-0.01670394
MetaG_P00564	MetaB_MEblack	Parvimonas_micra	0.003549866
MetaG_P00564	MetaB_MEblack	Porphyromonas_gingivalis	0.00197898
MetaG_P00564	MetaB_MEblack	Prevotella_denticola	0.00147585
MetaG_P00564	MetaB_MEblack	Prevotella_intermedia	0.000307469
MetaG_P00564	MetaB_MEblack	Prevotella_jejuni	0.001011852
MetaG_P00564	MetaB_MEblack	Prevotella_melaninogenica	-0.000475179
MetaG_P00564	MetaB_MEblack	Prevotella_oris	0.00082178
MetaG_P00564	MetaB_MEblack	Pseudomonas_aeruginosa	0.02018672
MetaG_P00564	MetaB_MEblack	Pseudomonas_putida	-0.006361807
MetaG_P00564	MetaB_MEblack	Ralstonia_mannitolilytica	0.000536673
MetaG_P00564	MetaB_MEblack	Rothia_dentocariosa	0.000341011
MetaG_P00564	MetaB_MEblack	Rothia_mucilaginosa	0.000218023
MetaG_P00564	MetaB_MEblack	Ruania_sp_HY168	0.005953712
MetaG_P00564	MetaB_MEblack	Ruminococcus_bicirculans	0.000777057
MetaG_P00564	MetaB_MEblack	Saccharibacteria	-0.00130814
MetaG_P00564	MetaB_MEblack	Schaalia_odontolytica	0.000860912
MetaG_P00564	MetaB_MEblack	Selenomonas_sp_oral_taxon_126	6.15E-05
MetaG_P00564	MetaB_MEblack	Selenomonas_sp_oral_taxon_920	0.001134839
MetaG_P00564	MetaB_MEblack	Sneathia_amnii	0.001185152
MetaG_P00564	MetaB_MEblack	Streptococcus_gordonii	-0.000296288
MetaG_P00564	MetaB_MEblack	Streptococcus_intermedius	0.000480769
MetaG_P00564	MetaB_MEblack	Streptococcus_mitis	0.000313059
MetaG_P00564	MetaB_MEblack	Streptococcus_pneumoniae	0.003924419
MetaG_P00564	MetaB_MEblack	Streptococcus_salivarius	0.000413685
MetaG_P00564	MetaB_MEblack	Streptococcus_sanguinis	0.006602191
MetaG_P00564	MetaB_MEblack	Streptococcus_sp_LPB0220	0.002895796
MetaG_P00564	MetaB_MEblack	Streptococcus_sp_oral_taxon_431	-0.002197004
MetaG_P00564	MetaB_MEblack	Tannerella_sp_oral_taxon_HOT-286	0.000117397
MetaG_P00564	MetaB_MEblack	Treponema_putidum	0.000542263
MetaG_P00564	MetaB_MEblack	Treponema_sp_OMZ_838	-0.000967129
MetaG_P00564	MetaB_MEblack	Veillonella_atypica	-0.001280188
MetaG_P00564	MetaB_MEblack	Veillonella_dispar	0.001526163
MetaG_P00564	MetaB_MEblack	Veillonella_parvula	0.001302549
MetaG_P00564	MetaB_MEdarkred	Acinetobacter_baumannii	-0.008364267
MetaG_P00564	MetaB_MEdarkred	Actinomyces_oris	-0.005552326
MetaG_P00564	MetaB_MEdarkred	Actinomyces_pacaensis	-0.00418828
MetaG_P00564	MetaB_MEdarkred	Actinomyces_sp_oral_taxon_897	-0.00403734
MetaG_P00564	MetaB_MEdarkred	Actinomyces_viscosus	-0.006105769
MetaG_P00564	MetaB_MEdarkred	Aggregatibacter_aphrophilus	-0.00414356
MetaG_P00564	MetaB_MEdarkred	Bacteroides_heparinolyticus	-0.00300313
MetaG_P00564	MetaB_MEdarkred	Campylobacter_concisus	-0.00219812
MetaG_P00564	MetaB_MEdarkred	Campylobacter_showae	-0.0042945
MetaG_P00564	MetaB_MEdarkred	Capnocytophaga_gingivalis	-0.00288014
MetaG_P00564	MetaB_MEdarkred	Capnocytophaga_leadbetteri	-0.00301431
MetaG_P00564	MetaB_MEdarkred	Escherichia_coli	-0.03782536
MetaG_P00564	MetaB_MEdarkred	Fusobacterium_necrophorum	-0.00289691
MetaG_P00564	MetaB_MEdarkred	Fusobacterium_periodonticum	-0.00415474
MetaG_P00564	MetaB_MEdarkred	Gardnerella_vaginalis	-0.00326029
MetaG_P00564	MetaB_MEdarkred	Gemella_haemolysans	-0.00381373
MetaG_P00564	MetaB_MEdarkred	Gemella_morbillorum	-0.00291928
MetaG_P00564	MetaB_MEdarkred	Haemophilus_influenzae	-0.00291369
MetaG_P00564	MetaB_MEdarkred	Haemophilus_parahaemolyticus	-0.00465787
MetaG_P00564	MetaB_MEdarkred	Haemophilus_parainfluenzae	-0.009527057
MetaG_P00564	MetaB_MEdarkred	Lachnoanaerobaculum_umeaense	-0.00299754
MetaG_P00564	MetaB_MEdarkred	Lachnospiraceae_bacterium	-0.00403175
MetaG_P00564	MetaB_MEdarkred	Lachnospiraceae_bacterium_GAM79	-0.00407648
MetaG_P00564	MetaB_MEdarkred	Lachnospiraceae_bacterium_oral_taxon_500	-0.00413797
MetaG_P00564	MetaB_MEdarkred	Lactobacillus_salivarius	-0.00480881
MetaG_P00564	MetaB_MEdarkred	Lautropia_mirabilis	-0.00161114
MetaG_P00564	MetaB_MEdarkred	Leptotrichia_sp_oral_taxon_212	-0.00311494
MetaG_P00564	MetaB_MEdarkred	Leptotrichia_sp_oral_taxon_498	-0.002964
MetaG_P00564	MetaB_MEdarkred	Leptotrichia_wadei	-0.00355098
MetaG_P00564	MetaB_MEdarkred	Megasphaera_hexanoica	-0.00255031
MetaG_P00564	MetaB_MEdarkred	Mogibacterium_diversum	-0.00488148
MetaG_P00564	MetaB_MEdarkred	Moraxella_catarrhalis	0.00243068
MetaG_P00564	MetaB_MEdarkred	Neisseria_elongata	-0.00386404
MetaG_P00564	MetaB_MEdarkred	Neisseria_meningitidis	-0.00294723
MetaG_P00564	MetaB_MEdarkred	Neisseria_mucosa	-0.0031373
MetaG_P00564	MetaB_MEdarkred	Neisseria_subflava	-0.010930233
MetaG_P00564	MetaB_MEdarkred	Parvimonas_micra	9.39E-05
MetaG_P00564	MetaB_MEdarkred	Porphyromonas_gingivalis	0.0041525
MetaG_P00564	MetaB_MEdarkred	Prevotella_denticola	-0.00248323
MetaG_P00564	MetaB_MEdarkred	Prevotella_intermedia	-0.00125335
MetaG_P00564	MetaB_MEdarkred	Prevotella_jejuni	-3.47E-05
MetaG_P00564	MetaB_MEdarkred	Prevotella_melaninogenica	-0.00430009
MetaG_P00564	MetaB_MEdarkred	Prevotella_oris	-0.00192419
MetaG_P00564	MetaB_MEdarkred	Pseudomonas_aeruginosa	0.04391659
MetaG_P00564	MetaB_MEdarkred	Pseudomonas_putida	-0.008632603
MetaG_P00564	MetaB_MEdarkred	Ralstonia_mannitolilytica	-0.008286002
MetaG_P00564	MetaB_MEdarkred	Rothia_dentocariosa	-0.00138752
MetaG_P00564	MetaB_MEdarkred	Rothia_mucilaginosa	-0.00262858
MetaG_P00564	MetaB_MEdarkred	Ruania_sp_HY168	0.00232446
MetaG_P00564	MetaB_MEdarkred	Ruminococcus_bicirculans	-0.00148256
MetaG_P00564	MetaB_MEdarkred	Saccharibacteria	-0.00487589
MetaG_P00564	MetaB_MEdarkred	Schaalia_odontolytica	-0.00328265
MetaG_P00564	MetaB_MEdarkred	Selenomonas_sp_oral_taxon_126	-0.00346154
MetaG_P00564	MetaB_MEdarkred	Selenomonas_sp_oral_taxon_920	-0.00280747
MetaG_P00564	MetaB_MEdarkred	Sneathia_amnii	-0.00251677
MetaG_P00564	MetaB_MEdarkred	Streptococcus_gordonii	-0.00250559
MetaG_P00564	MetaB_MEdarkred	Streptococcus_intermedius	-0.00326029
MetaG_P00564	MetaB_MEdarkred	Streptococcus_mitis	-0.00393672
MetaG_P00564	MetaB_MEdarkred	Streptococcus_pneumoniae	-0.00841458
MetaG_P00564	MetaB_MEdarkred	Streptococcus_salivarius	-0.006044275
MetaG_P00564	MetaB_MEdarkred	Streptococcus_sanguinis	0.00352639
MetaG_P00564	MetaB_MEdarkred	Streptococcus_sp_LPB0220	0.00110018
MetaG_P00564	MetaB_MEdarkred	Streptococcus_sp_oral_taxon_431	0.00202258
MetaG_P00564	MetaB_MEdarkred	Tannerella_sp_oral_taxon_HOT-286	-0.00359012
MetaG_P00564	MetaB_MEdarkred	Treponema_putidum	-0.00335532
MetaG_P00564	MetaB_MEdarkred	Treponema_sp_OMZ_838	-0.00444544
MetaG_P00564	MetaB_MEdarkred	Veillonella_atypica	-0.00232111
MetaG_P00564	MetaB_MEdarkred	Veillonella_dispar	-0.00351185
MetaG_P00564	MetaB_MEdarkred	Veillonella_parvula	-0.00299754
MetaG_P00564	MetaB_MEgreen	Acinetobacter_baumannii	-0.00492241
MetaG_P00564	MetaB_MEgreen	Actinomyces_oris	-0.00549821
MetaG_P00564	MetaB_MEgreen	Actinomyces_pacaensis	-0.00502862
MetaG_P00564	MetaB_MEgreen	Actinomyces_sp_oral_taxon_897	-0.00621377
MetaG_P00564	MetaB_MEgreen	Actinomyces_viscosus	-0.00861203
MetaG_P00564	MetaB_MEgreen	Aggregatibacter_aphrophilus	-0.00713618
MetaG_P00564	MetaB_MEgreen	Bacteroides_heparinolyticus	-0.00496713
MetaG_P00564	MetaB_MEgreen	Campylobacter_concisus	-0.00432424
MetaG_P00564	MetaB_MEgreen	Campylobacter_showae	-0.00616905
MetaG_P00564	MetaB_MEgreen	Capnocytophaga_gingivalis	-0.00604606
MetaG_P00564	MetaB_MEgreen	Capnocytophaga_leadbetteri	-0.00531932
MetaG_P00564	MetaB_MEgreen	Escherichia_coli	-0.04182424
MetaG_P00564	MetaB_MEgreen	Fusobacterium_necrophorum	-0.00525783
MetaG_P00564	MetaB_MEgreen	Fusobacterium_periodonticum	-0.00692934
MetaG_P00564	MetaB_MEgreen	Gardnerella_vaginalis	-0.00547026
MetaG_P00564	MetaB_MEgreen	Gemella_haemolysans	-0.00600134
MetaG_P00564	MetaB_MEgreen	Gemella_morbillorum	-0.00496713
MetaG_P00564	MetaB_MEgreen	Haemophilus_influenzae	-0.00544231
MetaG_P00564	MetaB_MEgreen	Haemophilus_parahaemolyticus	-0.01014378
MetaG_P00564	MetaB_MEgreen	Haemophilus_parainfluenzae	-0.01027236
MetaG_P00564	MetaB_MEgreen	Lachnoanaerobaculum_umeaense	-0.00505657
MetaG_P00564	MetaB_MEgreen	Lachnospiraceae_bacterium	-0.00642062
MetaG_P00564	MetaB_MEgreen	Lachnospiraceae_bacterium_GAM79	-0.00554293
MetaG_P00564	MetaB_MEgreen	Lachnospiraceae_bacterium_oral_taxon_500	-0.00623055
MetaG_P00564	MetaB_MEgreen	Lactobacillus_salivarius	-0.00727035
MetaG_P00564	MetaB_MEgreen	Lautropia_mirabilis	-0.00288193
MetaG_P00564	MetaB_MEgreen	Leptotrichia_sp_oral_taxon_212	-0.00532491
MetaG_P00564	MetaB_MEgreen	Leptotrichia_sp_oral_taxon_498	-0.00481619
MetaG_P00564	MetaB_MEgreen	Leptotrichia_wadei	-0.00577773
MetaG_P00564	MetaB_MEgreen	Megasphaera_hexanoica	-0.00454226
MetaG_P00564	MetaB_MEgreen	Mogibacterium_diversum	-0.00549262
MetaG_P00564	MetaB_MEgreen	Moraxella_catarrhalis	-0.00097004
MetaG_P00564	MetaB_MEgreen	Neisseria_elongata	-0.00528578
MetaG_P00564	MetaB_MEgreen	Neisseria_meningitidis	-0.00514602
